search_year,registry_id,fac_name,fac_city,fac_zip,fac_lat,fac_long,population_density,ozone_non_attainment,pm_non_attainment,lead_non_attainment,so2_non_attainment,naics_codes,air_source_classification,caa_evaluation_count,tri_tox_label,tri_tox,tri_units,tri_tox_rsei,tri_twpe_units,nei_tox_label,nei_tox,nei_units,nei_tox_rsei,nei_twpe_units,tri_cap_label,tri_cap,tri_cap_units,tri_cap_rsei,tri_twpe_cap_units,nei_cap_label,nei_cap,nei_cap_units,nei_cap_rsei,nei_twpe_cap_units,tri_hap_label,tri_hap,tri_hap_units,tri_hap_rsei,nei_hap_label,nei_hap,nei_hap_units,nei_hap_rsei,nei_twpe_hap_units,ghg_column_label,ghg_emission,ghg_units,nei_ghg_column_label,nei_ghg_emission,nei_ghg_units,camd_so2_label,camd_so2,camd_nox_label,camd_nox,camd_co2_label,camd_co2,camd_units,operating_status,formal_count,informal_count,total_actions,hpv_count,frv_count,AIR_OPERATING_STATUS_DESC,AIR_POLLUTANT_CLASS_DESC
2016,110028054236,THOMAS JEFFERSON UNIV HOSP,PHILADELPHIA,19107,39.949782,-75.158703,19295.35,Y,Y,N,N,488119,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,8.1501888494956,Pounds,418889.98169188615,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,595.129052,Pounds,6364.376,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,7.8734768494956,Pounds,412525.60569188616,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110041367918,HOSPITAL OF UNIV. OF PA,PHILADELPHIA,0,39.9459,-75.1941,20385.67,Y,Y,N,N,488119,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,8.1501888494956,Pounds,418889.98169188615,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,595.129052,Pounds,6364.376,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,7.8734768494956,Pounds,412525.60569188616,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110041473964,S & C DISTRIBUTION CENTER,PHILADELPHIA,0,39.8793,-75.2288,2386.62,Y,Y,N,N,488119,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,8.1501888494956,Pounds,418889.98169188615,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,595.129052,Pounds,6364.376,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,7.8734768494956,Pounds,412525.60569188616,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110071720221,CONSTITUTION HEALTH PLAZA / PHILA,PHILADELPHIA,19145,39.925314,-75.169281,15543.61,Y,Y,N,N,622110,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,62.47876608,Pounds,323484.32360944,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,6322.50705162,Pounds,292.05246,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,58.87264206,Pounds,323192.27114944,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110004862630,RYDER TRUCK RENTAL INC/BLUEGRASS RD,PHILADELPHIA,19114,40.08049,-75.02385,6886.7,Y,Y,N,N,532120,Synthetic Minor Emissions,1.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,906.0,Pounds,259524.024,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,3122.2,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,906.0,Pounds,259524.024,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110004856040,KIRKBRIDE CTR/PSYCHIATRIC HOSP,PHILADELPHIA,19139,39.96111,-75.219447,16787.21,Y,Y,N,N,622210,80% Synthetic Minor Emissions,1.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,7.47353056,Pounds,230298.512,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,864.0559168,Pounds,170.4864,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,6.86721376,Pounds,230128.0256,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110059970009,RR DONNELLEY/BAUM PLT,PHILADELPHIA,19115,40.11046,-75.04985,3345.88,Y,Y,N,N,323111,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,520.0,Pounds,101080.0,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,16200.0,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,520.0,Pounds,101080.0,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110040631288,VERIZON MKT CTRL OFC/RACE ST,PHILADELPHIA,19107,39.95528,-75.15496,20030.73,Y,Y,N,N,517110|517810,80% Synthetic Minor Emissions,1.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.07903766,Pounds,32543.99465876,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,6966.4,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.07903766,Pounds,32543.99465876,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110070716838,"FRONTIDA BIOPHARM, INC",PHILADELPHIA,19124,40.01863,-75.09271,14789.38,Y,Y,N,N,325412|446110|456110,80% Synthetic Minor Emissions,2.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,78.0559816,Pounds,26419.1645936,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,20479.305881,Pounds,3276.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0559816,Pounds,23143.1645936,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110040631297,THOMAS JEFFERSON UNIV/PHILA,PHILADELPHIA,19107,39.94778,-75.16028,18959.44,Y,Y,N,N,611310,80% Synthetic Minor Emissions,2.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.062738,Pounds,25936.305148,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,5941.3157084,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.062738,Pounds,25936.305148,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110000336761,SUN CHEM CORP/HUNTING PARK PLT,PHILADELPHIA,19132,40.00273,-75.18434,13116.27,Y,Y,N,N,325910,Major Emissions,3.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,596.0,Pounds,25025.2,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,29599.6,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,596.0,Pounds,25025.2,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Major Emissions
2016,110001213393,SMITH- EDWARDS- DUNLAP COMPANY,PHILADELPHIA,19134,39.982486,-75.100993,11314.08,Y,Y,N,N,323111,80% Synthetic Minor Emissions,1.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,10.6060078,Pounds,12646.65294,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,11163.4407398,Pounds,462.2154,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.005268,Pounds,12184.43754,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110041234937,PECO ENERGY/S COLUMBUS BLVD,PHILADELPHIA,19148,39.915731,-75.138196,12232.54,Y,Y,N,N,221122,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,251.80443992,Pounds,10738.09236432,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,2489.382074,Pounds,537.6,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,239.00443992,Pounds,10200.49236432,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110041225251,US MINT,PHILADELPHIA,19106,39.95367,-75.14803,19770.5,Y,Y,N,N,332116|332119,80% Synthetic Minor Emissions,1.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,116.20002704,Pounds,4899.5984,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,14335.1895596,Pounds,4880.4,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,2.704e-05,Pounds,19.1984,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110045315280,EASTERN PA PSYCHIATRIC INST,PHILADELPHIA,19129,40.00992,-75.18062,12650.28,Y,Y,N,N,622210,No Classification In ICIS,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,109.8004826,Pounds,4811.1100396,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,12203.5721556,Pounds,4611.6,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0004826,Pounds,199.5100396,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Permanently Closed,0.0,0.0,0.0,0.0,0.0,Permanently Closed,Synthetic Minor Emissions
2016,110000818349,WISTAR INST/PHILA,PHILADELPHIA,19104,39.95078,-75.19531,20626.75,Y,Y,N,N,611310,Other,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.0067564,Pounds,2793.1405544,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,985.6030024,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0067564,Pounds,2793.1405544,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Other
2016,110001217861,NATL PUB CO/ROOSEVELT BLVD,PHILADELPHIA,19154,40.098504,-75.010203,4625.0,Y,Y,N,N,323117,Synthetic Minor Emissions,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,57.2,Pounds,2402.4,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,11057.4,Pounds,2402.4,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Permanently Closed,0.0,0.0,0.0,0.0,0.0,Permanently Closed,Synthetic Minor Emissions
2016,110001022768,PTR BALER AND COMPACTOR,PHILADELPHIA,19134,39.99368,-75.10398,12662.96,Y,Y,N,N,332999,80% Synthetic Minor Emissions,2.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,3.0021609,Pounds,1660.239,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,49582.3497484,Pounds,126.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0021609,Pounds,1534.239,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110071719931,SUNGARD RECOVERY SVC INC/BROAD ST PHILA,PHILADELPHIA,19108,39.95944,-75.16167,20620.65,Y,Y,N,N,541512,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.00183388,Pounds,758.13815048,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,314.37954812,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.00183388,Pounds,758.13815048,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110000919784,CLEAN EARTH OF PHILA LLC/PHILA,PHILADELPHIA,19153,39.9206,-75.21425,13630.3,Y,Y,N,N,562219,80% Synthetic Minor Emissions,1.0,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.0058773,Pounds,70.5276,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,29998.4,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0058773,Pounds,70.5276,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2016,110001127272,CAGE GRAPHIC ARTS,PHILADELPHIA,19129,40.01317,-75.17377,13638.28,Y,Y,N,N,323122|332313,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,7.6,Pounds,32.84,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,22792.4,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,7.6,Pounds,32.84,TWPE,2016 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110071161714,PHILADELPHIA GAS WORKS - CORPORATE,PHILADELPHIA,19122,39.97907,-75.14869,17815.32,Y,Y,N,N,221210,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2016 GHG EMISSIONS,298083.9,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110071161373,PECO GAS DIVISION,PHILADELPHIA,19101,39.95415,-75.17781,20720.06,Y,Y,N,N,221210,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2016 GHG EMISSIONS,157802.346,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110043797585,PECO ENERGY CO CORPORATE HEADQUARTERS,PHILADELPHIA,19101,39.832588,-75.424143,2773.8,Y,Y,N,N,221121,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2016 GHG EMISSIONS,62371.68,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2016,110001203331,TEMPLE UNIVERSITY HEALTH SCIENCES CAMPUS,PHILADELPHIA,19140,40.00436,-75.1498,15931.22,Y,Y,N,N,611310,,,2016 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2016 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2016 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2016 GHG EMISSIONS,30020.18,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2016 CAMD SO2,0,2016 CAMD NOx,0,2016 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2017,110000336994,SCHUYLKILL RIVER TANK FARM,PHILADELPHIA,19145,39.9147,-75.2005,13254.58,Y,Y,N,N,238910|324110|424710|488119,Major Emissions,4.0,2017 TRI Air Toxics,453224.2,Pounds,2991622036.5582,TWPE,2017 NEI Air Toxics,262990.0705432856,Pounds,2913135791.287549,TWPE,2017 TRI Criteria Pollutants,12005.5,Pounds,974870.0,TWPE,2017 NEI Criteria Pollutants,10905016.5076846,Pounds,980940.3898,TWPE,2017 TRI HAPs,247913.41,Pounds,2388317941.34,2017 NEI HAPs,242674.2938306856,Pounds,2897184250.897749,TWPE,2017 GHG EMISSIONS,3218080.066,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,Operating,1.0,0.0,1.0,0.0,0.0,Operating,Major Emissions
2017,110017421654,PHILADELPHIA NAVAL SHIPYARD,PHILADELPHIA,19112,39.89307,-75.178223,6792.41,N,N,N,N,331314|331423|336611|928110,,,2017 TRI Air Toxics,23630.9,Pounds,1325446800.0,TWPE,2017 NEI Air Toxics,142.17364898,Pounds,2887786.822132056,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,51143.6325448,Pounds,4600.0,TWPE,2017 TRI HAPs,1724.9,Pounds,1292587800.0,2017 NEI HAPs,141.97364898,Pounds,2883186.822132056,TWPE,2017 GHG EMISSIONS,0.0,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2017,110040928253,PHILLY SHIPYARD INC / PHILA,PHILADELPHIA,19112,39.890134,-75.191412,5424.05,Y,Y,N,N,336611,,,2017 TRI Air Toxics,140741.39,Pounds,31081355.0,TWPE,2017 NEI Air Toxics,143270.26735718,Pounds,32762002.3984,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,487393.40972656,Pounds,907.43968,TWPE,2017 TRI HAPs,140741.39,Pounds,31081355.0,2017 NEI HAPs,143268.63082502,Pounds,32761094.95872,TWPE,2017 GHG EMISSIONS,0.0,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2017,110038495768,ADVANSIX (FORMERLY HONEYWELL/FRANKFORD PLT),PHILADELPHIA,19137,40.005901,-75.072103,11387.31,Y,Y,N,N,325110|325192|325194|325199,Major Emissions,2.0,2017 TRI Air Toxics,149241.199,Pounds,30089197.036,TWPE,2017 NEI Air Toxics,157248.48000936,Pounds,174509869.2471548,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,1659240.80198878,Pounds,596915.68874,TWPE,2017 TRI HAPs,143172.039,Pounds,26205036.86,2017 NEI HAPs,148975.41464898,Pounds,173912953.5584148,TWPE,2017 GHG EMISSIONS,152188.426,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,Operating,1.0,0.0,1.0,0.0,0.0,Operating,Major Emissions
2017,110000337047,ASHLAND CHEMICAL,PHILADELPHIA,19148,39.909557,-75.130454,9481.77,Y,Y,N,N,325211|326199,80% Synthetic Minor Emissions|Minor Emissions,2.0,2017 TRI Air Toxics,10487.0,Pounds,18148857.9,TWPE,2017 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 TRI HAPs,9308.0,Pounds,5104857.9,2017 NEI HAPs,0.0,Pounds,0.0,TWPE,2017 GHG EMISSIONS,0.0,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Minor Emissions
2017,110001053573,KINGSBURY COMPANY,PHILADELPHIA,19154,40.08328,-74.99569,5288.48,Y,Y,N,N,332811|333613,Minor Emissions,1.0,2017 TRI Air Toxics,10.0,Pounds,4650001.7,TWPE,2017 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 TRI HAPs,10.0,Pounds,4650001.7,2017 NEI HAPs,0.0,Pounds,0.0,TWPE,2017 GHG EMISSIONS,0.0,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Minor Emissions
2017,110000336609,SANDMEYER STEEL CO,PHILADELPHIA,19116,40.10972,-75.034785,3257.69,Y,Y,N,N,332313|423510,,,2017 TRI Air Toxics,10.0,Pounds,2826000.92,TWPE,2017 NEI Air Toxics,10.0,Pounds,7986000.0,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 TRI HAPs,10.0,Pounds,2826000.92,2017 NEI HAPs,10.0,Pounds,7986000.0,TWPE,2017 GHG EMISSIONS,0.0,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2017,110000336663,NATIONAL CHEMICAL LABORATORIES INC,PHILADELPHIA,19123,39.95914,-75.15507,20750.74,Y,Y,N,N,325611|325612|424690,No Classification In ICIS,1.0,2017 TRI Air Toxics,677.0,Pounds,121860.0,TWPE,2017 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2017 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2017 TRI HAPs,677.0,Pounds,121860.0,2017 NEI HAPs,0.0,Pounds,0.0,TWPE,2017 GHG EMISSIONS,0.0,MTCO2e,2017 NEI GHG EMISSIONS,0.0,Pounds,2017 CAMD SO2,0,2017 CAMD NOx,0,2017 CAMD CO2,0,Pounds,No Operating Status In ICIS,0.0,0.0,0.0,0.0,0.0,,
